id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1370858030912049273,Arbio I Stylish Apart Schöneberg S-Bahn,73682247,Ilona,Tempelhof - Schöneberg,Schöneberg-Süd,52.4799055,13.3507375,Entire home/apt,101,1,6,2025-06-14,2.65,2,334,6,"Legal entity name and Legal form: Buddley GmbH <br/>Legal representatives or Trade register number: HRB 273717 <br/> Entity address: Am Haag 8, 82166, Gräfelfing, Germany <br/>Listing address: Ebersstraße 29a, 10827, Berlin, Germany"
1370890845229599364,Freundliches Appartement,61627254,Sabine,Charlottenburg-Wilm.,Heerstrasse,52.52325,13.24675,Entire home/apt,68,2,9,2025-06-18,4.43,1,11,9,04/Z/AZ/017976-25
1370943329863004487,89m2 aptartment #2 in Crellekiez - incl. City Tax,53684639,Jens,Tempelhof - Schöneberg,Schöneberg-Süd,52.48886803151235,13.362413555344407,Entire home/apt,92,5,4,2025-05-27,1.85,6,217,4,"Legal entity name and Legal form: Hosts & Hoteliers GmbH <br/>Legal representatives or Trade register number: Jens Strobl <br/> Entity address: Crellestraße 22, 10827, Berlin, Deutschland <br/>Listing address: Crellestraße 22, 10827, Belin, Deutschland"
1371005867626034285,New URBAN Industry Style Loft 2 Rooms,54039179,Lana,Steglitz - Zehlendorf,Teltower Damm,52.431884,13.2584385,Entire home/apt,144,3,0,,,16,133,0,"Legal entity name and Legal form: Berlin-Stay GmbH <br/>Legal representatives or Trade register number: HRB197418B <br/> Entity address: Torstrasse , 10115, Berlin, Deutschland <br/>Listing address: Teltower Damm 30, 14169, Berlin, Brd"
1371517687114192482,Studio at Friedrichshain  !,376961462,Oshri,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4978674,13.464585,Entire home/apt,49,92,0,,,61,306,0,
1371566985354132024,"Modern, Sunny Apartment in Mitte",28322751,Vladyslav,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50606,13.41056,Entire home/apt,107,2,6,2025-06-11,4.39,3,114,6,08/Z/AO/011415-22
1371573786312189995,City Apartment with terrace in Moabit,447746910,Constantin,Mitte,Moabit Ost,52.5339518,13.3476456,Entire home/apt,113,1,3,2025-05-13,1.11,3,333,3,"Legal entity name and Legal form: Arbio Akazia GmbH <br/>Legal representatives or Trade register number: HRB 269523 <br/> Entity address: Am Haag 8, 82166, Gräfelfing, Germany <br/>Listing address: Stephanstraße	25, 10559, Berlin, Germany"
1371943777248151618,Cozy Voyage | Stilvolle 135qm für 9 Personen,47580450,Eric,Tempelhof - Schöneberg,Schöneberg-Nord,52.50257,13.34693,Entire home/apt,355,1,23,2025-06-18,7.26,2,33,23,"Legal entity name and Legal form: Cozy Voyage GmbH <br/>Legal representatives or Trade register number: HRB 264838 B <br/> Entity address: Rheinsberger Str. 76/77, 10115, Berlin, Berlin <br/>Listing address: Keithstr. 16, 10787, Berlin, Berlin"
1372054385127917644,Klein aber fein,683015668,Müjdat,Tempelhof - Schöneberg,Tempelhof,52.464748889800944,13.412729114913827,Private room,39,3,11,2025-06-17,3.71,1,312,11,"First name and Last name: Müjdat Albayrak  <br/> Contact address: Schaffhausener str.9, 12099, Berlin, Deutschland  <br/>Listing address: Schaffhausener str.9, 12099, Berlin , Deutschland "
1372086999720641576,Apartment Wohnung Zentral Berlin,484914700,Joussef,Mitte,Tiergarten Süd,52.5053,13.35645,Private room,80,92,0,,,1,90,0,
1372233868097696016,spacious flat on Sonnenallee,6957181,Markus,Neukölln,Rixdorf,52.476731,13.4491388,Entire home/apt,196,5,3,2025-06-01,2.25,1,298,3,08/Z/RA/013875-24
1372330942643119718,Studio Central,12115180,Vincent,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51066,13.46485,Entire home/apt,78,2,6,2025-06-08,3.67,8,14,6,"Legal entity name and Legal form: Feelhome EU <br/>Legal representatives or Trade register number: 14/295/04061 <br/> Entity address: Wühlischstr. 37, 10245, Berlin, Germany <br/>Listing address: Glatzer Straße 7, 10247, Berlin, Germany"
1372409583457256404,Modern and Cozy Gateway in Mitte,91604988,Sofia,Mitte,Alexanderplatz,52.52920694104794,13.402605684655779,Entire home/apt,139,2,20,2025-06-10,5.83,2,174,20,07/Z/RA/333494-25
1372504351361069834,Typical Berlin accommodation in the city center,288611965,Roberto,Mitte,Parkviertel,52.5496057,13.3446286,Entire home/apt,80,2,5,2025-05-10,1.95,1,82,5,01/Z/RA/014866-22
1372529446686113868,Remise Kreuzberg – 3 floors and terrace,2654722,Peter,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5002583,13.4331629,Entire home/apt,355,1,13,2025-06-01,4.29,2,296,13,"Legal entity name and Legal form: Peter und Familie GbR <br/>Legal representatives or Trade register number: Peter Beierlein <br/> Entity address: William-Shakespeare-Str. 1, 99423, Weimar, Deutschland, Thüringen <br/>Listing address: Zeughofstr. 20, 10997, Berlin, Deutschland, Berlin"
1372643784456786015,HolidayHome Apartments | Luxury Apartment Berlin,584684705,Pascal,Pankow,Pankow Süd,52.564793667886086,13.425882403557614,Entire home/apt,280,1,5,2025-06-01,1.97,20,325,5,"Legal entity name and Legal form: Urban Vision Apartments UG (haftungsbeschränkt) <br/>Legal representatives or Trade register number: HRB 268028 <br/> Entity address: Wrangelstr. , 10997, Berlin, Deutschland <br/>Listing address: Prenzlauer Promenade, 13189, Berlin, Deutschland"
1372655311475031977,Design Loft/Musikstudio in Mitte,679950735,Adrian,Pankow,Prenzlauer Berg Südwest,52.53693,13.40761,Entire home/apt,165,1,5,2025-05-18,1.56,1,282,5,"Legal entity name and Legal form: W&S Productions GbR Emil Scheibke, Dominik Wirsing <br/>Legal representatives or Trade register number: Emil Scheibke, Dominik Wirsing, Adrian Liebender <br/> Entity address: Kastanienallee 32, 10435, Berlin, Deutschland <br/>Listing address: Kastanienallee 32, 10435, Berlin, Deutschland"
1373060320563910260,Bright & Cozy Altbau in Berlin,23602925,Alexandra,Pankow,Prenzlauer Berg Südwest,52.535604419956556,13.409183056074625,Entire home/apt,162,2,5,2025-06-09,1.95,1,26,5,03/Z/RA/009938-25
1373118073833550635,Bright room in Neukölln,444899313,Esteban,Neukölln,Schillerpromenade,52.46467,13.42433,Private room,54,2,10,2025-06-14,3.26,3,332,10,08/Z/RA/014453-24
1373200759574432027,Calm & Cozy Room in Sunny Flat – Prenzlauer Berg,46311224,Benjamin,Pankow,Prenzlauer Berg Süd,52.528131895560186,13.423968070693178,Private room,63,4,16,2025-06-17,4.95,1,28,16,03/Z/AZ/009883-25
1373217974392138203,Helles Apartment in Top-Lage,493331762,Diana,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51838,13.47308,Entire home/apt,52,92,0,,,1,260,0,
1373397623102756049,Haus/Garten in Berlin Neukölln verkehrsgünstig,680974272,Andrea,Neukölln,Britz,52.44759029999999,13.4508856,Entire home/apt,158,1,2,2025-06-08,2,1,59,2,08/Z/AZ/015348-25
1373427947150537457,"Luxury Penthouse: Jacuzzi, Pool table, BBQ & desks",261154935,Sophie,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.586611698848635,13.369521110767995,Entire home/apt,286,2,9,2025-05-26,2.84,7,167,9,"Legal entity name and Legal form: Wolfgang Doering und Sophie Köhler GbR <br/>Legal representatives or Trade register number: Sophie Köhler <br/> Entity address: Schönwalder Straße 22, 13347 , Berlin, Deutschland <br/>Listing address: Hauptstraße 29a, 13158, Berlin, Deutschland"
1373725019088294181,cozy room in Gesundbrunnen,34743041,Phillip,Mitte,Osloer Straße,52.55072836490079,13.385131879586666,Private room,61,1,3,2025-05-29,1.43,1,37,3,01/Z/AZ/018037-24
1373796383985983551,Central Spacious Apartment,683468578,Mia,Mitte,Alexanderplatz,52.5235492,13.3847587,Entire home/apt,289,3,10,2025-06-02,3.16,1,184,10,01/Z/AZ/016176-24
1373864821993683012,Micro Apartment mit Kochnische und Bad im Loft,81826394,Liya,Lichtenberg,Alt-Hohenschönhausen Nord,52.55398258910918,13.52309938867226,Private room,42,30,1,2025-04-09,0.41,4,276,1,11/Z/AZ/003238-24
1373943993862283055,Zimmer im Zentrum Berlin,678223434,Vincent,Mitte,Brunnenstr. Nord,52.5418873,13.3714682,Private room,46,1,17,2025-06-20,7.61,3,252,17,"First name and Last name: Vincent Haubtmann <br/> Contact address: Schönwalder Straße 20, 13347, Berlin, Berlin <br/>Listing address: Schönwalder Straße 20, 13347, Berlin, Berlin"
1373953406976332399,Altbau-Loft für 6 Personen am Alexanderplatz,329894807,Thea,Pankow,Prenzlauer Berg Süd,52.52911756790242,13.418185888885498,Entire home/apt,315,2,3,2025-06-19,1.29,4,332,3,03/Z/RA/007006-22
1373972675244809818,Stunning Private Room - Heart of Berlin,51344754,Maximilian,Lichtenberg,Rummelsburger Bucht,52.50109375185129,13.474611278517655,Private room,81,1,5,2025-04-28,1.55,1,349,5,11/Z/AZ/003390-24
1374149809667397345,Wohnung + blick auf Fernsehturm,666053622,Tomasz Marek,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50399867107649,13.429266106359016,Entire home/apt,81,2,2,2025-05-06,0.98,2,314,2,"First name and Last name: Tomasz Serkowski <br/> Contact address: Audre-Lorde-Str. 16, 10997, Berlin , Deutschland <br/>Listing address: Audre-Lorde-Str. 16, 10997, Berlin , Deutschland"
1374475332463671522,Amazing Studio Apartment Mitte,497131358,Tarik,Mitte,Regierungsviertel,52.50967637868736,13.394589051604271,Entire home/apt,155,3,1,2025-06-15,1,1,335,1,01/Z/RA/018548-25
1374511563330192166,Private Room in VeryCentral Flat,5138148,Tobias,Mitte,Alexanderplatz,52.52429002400739,13.394661177663586,Private room,108,3,6,2025-06-19,2.90,1,288,6,01/Z/AZ/018671-25
1374531722281062991,Helles gemütliches Apartment,411812725,Philipp,Lichtenberg,Alt-Lichtenberg,52.51350088432543,13.490017019212246,Entire home/apt,66,1,1,2025-06-06,1,2,314,1,"First name and Last name: Dr. Philipp Resmini <br/> Contact address: Cantianstraße 2, 10437, Berlin, Deutschland <br/>Listing address: Alfredstraße 6, 10365, Berlin, Deutschland"
1374566054280665877,Sharming room near Misse,39248045,Basem,Charlottenburg-Wilm.,Grunewald,52.4901114,13.2943493,Private room,46,1,3,2025-05-16,1.53,2,44,3,04/Z/AZ/010972-21
1374574828578937567,City Comfort Studio,662851413,Heval,Tempelhof - Schöneberg,Schöneberg-Süd,52.481922476912125,13.349134326983657,Entire home/apt,104,3,3,2025-05-26,1.08,13,171,3,07/Z/AZ/012765-22
1374579342548244677,Zimmer 2 Personen,683688233,Konrad,Treptow - Köpenick,Bohnsdorf,52.3991813,13.5590964,Private room,50,1,1,2025-06-01,1,2,357,1,"First name and Last name: Konrad Seifert <br/> Contact address: Siebweg 99, 12526, Berlin , Deutschland  <br/>Listing address: Siebweg 99, 12526, Berlin , Deutschland "
1374646266141327733,Cozy apartment in charlottenburg,376961462,Oshri,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.511941910074555,13.30172570412749,Entire home/apt,42,92,0,,,61,364,0,
1374708011871848658,Flattering Suites 30,512039689,Flattering,Mitte,Wedding Zentrum,52.549858727295934,13.368809439472646,Entire home/apt,123,1,10,2025-06-06,3.33,15,348,10,01/Z/AZ/017903-24
1374721017883659820,Flattering Suites 31,512039689,Flattering,Mitte,Wedding Zentrum,52.549778673783514,13.36735112514986,Entire home/apt,163,1,4,2025-05-24,1.74,15,294,4,01/Z/AZ/017904-24
1374794348446630920,Acogedor bajo con jardín verde,651076275,Lisa Martha Linda,Pankow,Weißensee,52.55081,13.45363,Private room,86,1,1,2025-05-03,0.61,1,85,1,"First name and Last name: Lisa Martha Linda Schilling  <br/> Contact address: Parkstr 109, 13086, Berlin , Deutschland <br/>Listing address: Parkstr 109, 13086, Berlin, Deutschland "
1374803290397255608,Flattering Suites 32,512039689,Flattering,Mitte,Wedding Zentrum,52.54797,13.36915,Entire home/apt,107,1,13,2025-05-29,4.06,15,322,13,01/Z/AZ/017905-24
1374811813498968427,Flattering Suites 33,512039689,Flattering,Mitte,Wedding Zentrum,52.54966198336385,13.369092961386436,Entire home/apt,113,1,18,2025-06-05,5.93,15,312,18,01/Z/AZ/017906-24
1374824453637527975,Flattering Suites 36,512039689,Flattering,Mitte,Wedding Zentrum,52.55012,13.36883,Entire home/apt,137,1,10,2025-06-05,3.49,15,320,10,01/Z/AZ/017907-24
1375034549494946425,"Gemütlich, zentral 2 Zimmer im Güntzelkiez",171522361,Mandel,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49138,13.32992,Entire home/apt,93,3,6,2025-06-17,3.75,5,18,6,"Legal entity name and Legal form: Mandel VC GmbH <br/>Legal representatives or Trade register number: HRB 206053B <br/> Entity address: Bennigsenstr. 27, 12159, Berlin, Deutschland <br/>Listing address: Landhausstr. 38 , 10717, Berlin, Deutschland"
1375143907384736313,1 bed Boutique apartment+gym,376961462,Oshri,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50485637185862,13.379831329249969,Entire home/apt,,92,0,,,61,63,0,
1375187912982508929,Luxuskind Apartm. 1 Room,662851413,Heval,Tempelhof - Schöneberg,Schöneberg-Süd,52.48192574390542,13.349128962565628,Entire home/apt,123,3,0,,,13,47,0,07/Z/AZ/012765-22
1375231875776161263,Arbio I Cozy Studio near Kurfürstendamm,447746910,Constantin,Charlottenburg-Wilm.,Kantstraße,52.506,13.31416,Entire home/apt,134,1,10,2025-06-18,3.57,3,325,10,"Legal entity name and Legal form: Arbio Akazia GmbH <br/>Legal representatives or Trade register number: HRB 269523 <br/> Entity address: Am Haag 8, 82166, Gräfelfing, Germany <br/>Listing address: Leibnizstraße	36, 10625, Berlin, Germany"
1375296253422573826,HolidayHome Apartments | Luxery Private Room BER,584684705,Pascal,Pankow,Blankenburg/Heinersdorf/Märchenland,52.56497,13.42801,Private room,106,1,2,2025-04-21,0.86,20,325,2,"Legal entity name and Legal form: Urban Vision Apartments UG (haftungsbeschränkt) <br/>Legal representatives or Trade register number: HRB 268028 <br/> Entity address: Wrangelstr., 10997, Berlin, Deutschland <br/>Listing address: Prenzlauer Promenade, 13189, Berlin, Deutschland"
1375309338550214242,HolidayHome Apartments l Luxury Private Room BER,584684705,Pascal,Pankow,Pankow Süd,52.56304849029369,13.426118167103336,Private room,110,1,1,2025-03-21,0.33,20,326,1,"Legal entity name and Legal form: Urban Vision Apartments UG (haftungsbeschränkt) <br/>Legal representatives or Trade register number: HRB 268028 <br/> Entity address: Wrangelstr. , 10997, Berlin, Deutschland <br/>Listing address: Prenzlauer Promenade, 13189, Berlin, Deutschland"
1375317415188952592,HolidayHome Apartments l Luxury Private Room BER,584684705,Pascal,Pankow,Blankenburg/Heinersdorf/Märchenland,52.56478,13.4275,Private room,105,1,0,,,20,326,0,"Legal entity name and Legal form: Urban Vision Apartments UG (haftungsbeschränkt) <br/>Legal representatives or Trade register number: HRB 268028 <br/> Entity address: Wrangelstr., 10997, Berlin, Deutschland <br/>Listing address: Prenzlauer Promenade, 13189, Berlin, Deutschland"
1375322917600540998,2-Zimmer-Wohnung mit Balkon + Netflix,683887292,Freskim,Mitte,Osloer Straße,52.55525643558807,13.388609118147665,Entire home/apt,83,3,8,2025-06-04,3.08,1,334,8,09/Z/RA/003212-44
1376014834087643558,Cozy Studio in Kreuzberg,595670462,Philipp,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4944212,13.4385798,Entire home/apt,52,92,0,,,69,96,0,
1376080680708838598,Sweet Spot,259573153,Sylwia,Tempelhof - Schöneberg,Tempelhof,52.46192550643786,13.377216115487212,Private room,65,2,4,2025-05-24,2.55,2,72,4,07/Z/AZ/019823-25
1376106683758198782,2 bedroom Flat in Charlottenburg,376961462,Oshri,Charlottenburg-Wilm.,Kantstraße,52.5106412522175,13.313750950901323,Entire home/apt,60,92,0,,,61,207,0,
1376111081263401484,EastSideGallery| Free Parking & Private  bathroom,682319405,Xi,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51323337752093,13.432259000837803,Private room,72,2,6,2025-06-15,3.75,1,134,6,02/Z/AZ/020807-25
1376296762421718558,Apartment Nolle 1,683964744,Martin Ewald,Mitte,Tiergarten Süd,52.503223390444255,13.358180026898422,Entire home/apt,84,1,0,,,10,312,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr.21, 14057, Berlin, Deutschland <br/>Listing address: Genthinerstraße 44, 10785, Berlin, Deutschland"
1376348748790549852,Apartment Nolle 2,683964744,Martin Ewald,Mitte,Tiergarten Süd,52.5029661039663,13.3596176236541,Entire home/apt,85,1,0,,,10,259,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, berlin, Deutschland <br/>Listing address: Genthinerstr 44, 10785, Berlin, Deutschland"
1376356410353693375,Apartment Nolle 3,683964744,Martin Ewald,Mitte,Tiergarten Süd,52.50335,13.3576,Entire home/apt,85,1,0,,,10,297,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Genthinerstr 44, 10785, Berlin, Deutschland"
1376521441430575487,Friends&Business central placed,345241632,Mariana,Mitte,Tiergarten Süd,52.49996,13.36436,Entire home/apt,220,2,3,2025-05-31,1.34,3,34,3,"Legal entity name and Legal form: FerienWohnungen Pensionat24 FWP GmbH <br/>Legal representatives or Trade register number: HRB 140215 <br/> Entity address: Pohlstr 65, 10785, Berlin, Deutschland <br/>Listing address: Pohlstr 65, 10785, Berlin, Deutschland"
1376569769868596901,Central & Big Basement@Kreuzberg,302404,Mario,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49376512890603,13.400947563120145,Entire home/apt,93,4,4,2025-05-25,1.64,8,342,4,"First name and Last name: Mario Nicolosi GEWERBE <br/> Contact address: Liberdastrasse 8, 12047, Berlin, Deutschland <br/>Listing address: Tempelherrenstrasse 22 ( Laden, das ist keine Wohnung), 10961, Berlin, Deutschland"
1376576995944779676,City-Apartment für 4 Personen in zentraler Lage,683688233,Konrad,Treptow - Köpenick,Bohnsdorf,52.3991813,13.5590964,Private room,100,1,1,2025-06-11,1,2,359,1,"First name and Last name: Konrad Seifert <br/> Contact address: Siebweg 99, 12526, Berlin, Deutschland <br/>Listing address: Siebweg 99, 12526, Berlin, Deutschland"
1376671293707752704,1-Zimmer Apartment in Tempelhof,8912086,MAVO Hospitality,Tempelhof - Schöneberg,Tempelhof,52.45866,13.3771,Entire home/apt,,29,1,2025-05-31,1,50,34,1,"Legal entity name and Legal form: BÜROMA-APART Apartmentvermietung GmbH <br/>Legal representatives or Trade register number: HRB 213025 <br/> Entity address: Berliner Straße 29, 73728, Esslingen, Deutschland <br/>Listing address: Burgemeister Straße 21, 12103, Berlin, Deutschland"
1376675574561281312,Gemütliche 1-Zimmer-Wohnung,388856742,Jakob,Pankow,Pankow Süd,52.55558,13.41544,Entire home/apt,65,2,5,2025-06-01,2.24,4,325,5,"Legal entity name and Legal form: Jakob Heereman Vermietung <br/>Legal representatives or Trade register number: Jakob Heereman von Zuydtwyck <br/> Entity address: Triftweg 7, 15299, Grunow-Dammendorf, Deutschland <br/>Listing address: Schonensche Straße , 13189 , Berlin, Deutschland"
1376766195028638796,Classic Double Room Hotel Adele,684246780,Svetlana,Pankow,Prenzlauer Berg Süd,52.53018,13.42399,Private room,,1,1,2025-06-12,1,4,363,1,"Legal entity name and Legal form: Livia Hotels GmbH <br/>Legal representatives or Trade register number: HRB 271328 B <br/> Entity address: Sophie-Charlotten-Straße 57/58, 14057, Berlin, Deutschland <br/>Listing address: Greifswalder Str. 227, 10405, Berlin, Deutschland"
1376879758207593414,Charming Berlin apartment in Kreuzberg 36/ Mitte,503849703,Christine,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.504346,13.4179825,Entire home/apt,89,7,3,2025-06-03,1.53,1,20,3,02/Z/RA/008832-18
1376987983017789429,Apartment Hauptbahnhof 1,683964744,Martin Ewald,Mitte,Moabit Ost,52.53006,13.36073,Entire home/apt,96,1,0,,,10,272,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Lehrterstr 24, 10557, Berlin, Deutschland"
1377012151235707921,Apartment Hauptbahnhof 2,683964744,Martin Ewald,Mitte,Moabit Ost,52.529959610867316,13.362491410457993,Entire home/apt,111,1,0,,,10,351,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Lehrter str 24, 10557, Berlin, Deutschland"
1377016858487120080,Apartment Hauptbahnhof 3,683964744,Martin Ewald,Mitte,Moabit Ost,52.53087,13.36251,Entire home/apt,118,1,1,2025-05-05,0.63,10,319,1,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Lehrter str 24, 10557, Berlin, Deutschland"
1377080971947056806,Idyllisches Apartment am Wasser - Ruhig & Zentral,270692330,Konstantin,Mitte,Moabit West,52.51867819991589,13.335188026577235,Entire home/apt,116,2,2,2025-05-25,1.71,1,342,2,01/Z/RA/018789-25
1377294258853814909,Charming 1-Bedroom Apartment in Charlottenburg,595670462,Philipp,Charlottenburg-Wilm.,Neue Kantstraße,52.504467,13.2970563,Entire home/apt,58,92,0,,,69,85,0,
1377295997885995623,Gorgeous 2-Bedroom Apartment in Charlottenburg,595670462,Philipp,Charlottenburg-Wilm.,Kantstraße,52.5078293,13.3038391,Entire home/apt,,92,0,,,69,75,0,
1377373175275223608,Gemütliches Doppelzimmer,684386506,Udo,Tempelhof - Schöneberg,Schöneberg-Süd,52.48955903801316,13.355126386417842,Private room,68,1,0,,,1,40,0,07/Z/AZ/020297-25
1377510284646658518,Helles 25 qm Zimmer in Neukölln,467466447,Michael,Neukölln,Neuköllner Mitte/Zentrum,52.480963985856846,13.42713075078735,Private room,59,1,3,2025-06-01,2.31,1,86,3,08/Z/AZ/015376-25
1377726725986702678,Chic City Haven in Berlin Mitte,678830978,SERHIJl,Mitte,Alexanderplatz,52.524253266626566,13.394739275512082,Entire home/apt,,15,0,,,1,0,0,02/Z/AC/134093-01
1377750299118192623,Gemütliche Wohnung in Moabit,684492465,Almira,Mitte,Moabit Ost,52.53115005875193,13.348415703064108,Entire home/apt,,1,5,2025-06-10,5,1,159,5,"First name and Last name: Almira Abenova <br/> Contact address: Kleine Alexanderstr. 11, 10178, Berlin, Deutschland  <br/>Listing address: Birkenstrasse , 10559, Berlin, Deutschland "
1377792839868862125,Apartment Oldtimer 14,683964744,Martin Ewald,Charlottenburg-Wilm.,Halensee,52.49574,13.28547,Entire home/apt,84,1,3,2025-06-01,2.25,10,305,3,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Kurfürstendamm 125a, 10711, Berlin, Deutschland"
1377814519846176649,Apartment Innsbrucker 1,683964744,Martin Ewald,Tempelhof - Schöneberg,Friedenau,52.469835895696896,13.345216924732188,Entire home/apt,84,1,0,,,10,333,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Vorarlbergerdamm 4, 12157, Berlin, Deutschland"
1377822220109755245,Apartment Innsbrucker 2,683964744,Martin Ewald,Tempelhof - Schöneberg,Friedenau,52.47178,13.34555,Entire home/apt,84,1,1,2025-04-10,0.42,10,362,1,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Vorarlbergerdamm 4, 12157, Berlin, Deutschland"
1377850549529568475,Apartment Ku´Damm,683964744,Martin Ewald,Charlottenburg-Wilm.,Kantstraße,52.51035836471302,13.314949638527155,Entire home/apt,,1,0,,,10,295,0,"First name and Last name: Martin Linhard <br/> Contact address: Witzlebenstr 21, 14057, Berlin, Deutschland <br/>Listing address: Leibnizstr 23, 10625, Berlin, Deutschland"
1378028015934003599,Prime Location near Ku’damm,10005549,David,Charlottenburg-Wilm.,Neue Kantstraße,52.50072289357371,13.300229803727074,Entire home/apt,55,92,0,,,1,348,0,
1378186611307367930,Rooftop Studio in Kreuzberg,66696442,Anouk,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49756,13.42502,Entire home/apt,105,30,2,2025-05-25,1.43,1,267,2,02/Z/RA/020146-24
1378265277407387328,Large elegant flat in Mitte,550910389,Francesca,Pankow,Prenzlauer Berg Südwest,52.53778,13.4098,Entire home/apt,99,1,0,,,1,217,0,"Legal entity name and Legal form: Make-Shift gGmbH <br/>Legal representatives or Trade register number: HRB 155330 DE294246899 <br/> Entity address: oderberger 9 9, 10435, berlin, Berlin <br/>Listing address: oderberger 9 9, 10435, berlin, Berlin"
1378288632146508714,Green Apartment Studio L30 for 4,27952946,Katrin,Neukölln,Köllnische Heide,52.46817359511706,13.453631360618383,Entire home/apt,98,1,5,2025-06-16,2.21,17,351,5,"Legal entity name and Legal form: GHS Green Hotelservice GmbH <br/>Legal representatives or Trade register number: HRB 177703B <br/> Entity address: Rhinstr 137S, 10315, Berlin , Deutschland <br/>Listing address: Lahnstr 12, 12055, Berlin , Deutschland"
1378291601347824474,Art Nouveau apartment in Lettekiez (3 rooms),1510134,Jakob,Mitte,Osloer Straße,52.562529373891564,13.377978245895992,Entire home/apt,,2,2,2025-05-12,1.07,1,0,2,12/Z/RA/006359-25
1378299438436238006,Urbanes Wohnen mit Balkon,17677975,Christof,Tempelhof - Schöneberg,Schöneberg-Süd,52.4795941,13.3458816,Entire home/apt,38,92,0,,,6,152,0,
1378376203656842984,Zimmer im Herzen des Akazienkiez,684550500,Diana,Tempelhof - Schöneberg,Schöneberg-Nord,52.490670309826605,13.34954150605836,Private room,54,1,5,2025-06-09,5,1,218,5,07/Z/AZ/020260-25
1378417342115710926,"Top-Wohnung fuer Gruppen, 15 min zum Alex, Parken",661302987,Urs,Pankow,Weißensee,52.5516547,13.443441,Entire home/apt,132,3,5,2025-06-09,2.00,10,67,5,"Legal entity name and Legal form: future forward apartments GmbH <br/>Legal representatives or Trade register number: 218237 <br/> Entity address: Torstr 221, 10115, Berlin, Germany <br/>Listing address: Roleckestr 12, 13086, Berlin, Germany"
1378453685548588248,"Studio 03 | ""Unterm Feigenbaum""",684673551,Inka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51262029999999,13.466134,Entire home/apt,66,1,11,2025-06-12,3.98,1,132,11,02/Z/AZ/018761-24
1378812009013155098,Coachhouse Xberg,127308578,Niels,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498933738859186,13.43808208082399,Entire home/apt,,21,1,2025-04-30,0.57,2,0,1,02/Z/AZ/018971-24
1378849937599640711,bright apartment with park view in Kreuzberg,5147723,Stefan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49532267355622,13.444955836229159,Entire home/apt,158,3,3,2025-06-01,1.41,1,4,3,02/Z/RA/020779-25
1378999929813737902,Superior Double Room Hotel Adele,684246780,Svetlana,Pankow,Prenzlauer Berg Süd,52.52891,13.42592,Private room,,1,0,,,4,363,0,"Legal entity name and Legal form: Livia Hotels GmbH <br/>Legal representatives or Trade register number: HRB 271328 B <br/> Entity address: Sophie-Charlotten-Str. 57/58, 14057, Berlin, Deutschland <br/>Listing address: Greifswalder Str. 227, 10405, Berlin, Deutschland"
1379043154580387853,Übernachtungshotel,340453751,Wolfgang,Pankow,Prenzlauer Berg Nordwest,52.55363,13.41356,Private room,,1,1,2025-05-25,1,1,263,1,"First name and Last name: Wolfgang Fritsche Hotel Bornholmer Hof <br/> Contact address: Bornholmer Str. 92 , 10439, Berlin, Deutschland <br/>Listing address: Bornholmer Str. 92 , 10439, Berlin, Deutschland"
